title,date,category,link
Penn State Health Agrees To Pay More Than Eleven Million Dollars Following Its Voluntary Disclosure Of Improper Billings Related To Medicare Annual Wellness Visit Services,2024-02-07,Penn State Health Agrees To Pay More Than Eleven Million Dollars Following Its Voluntary Disclosure Of Improper Billings Related To Medicare Annual Wellness Visit Services,https://oig.hhs.gov/fraud/enforcement/penn-state-health-agrees-to-pay-more-than-eleven-million-dollars-following-its-voluntary-disclosure-of-improper-billings-related-to-medicare-annual-wellness-visit-services/
Florida Man Admits Role in Multimillion-Dollar Health Care Kickback Scheme,2024-02-08,Florida Man Admits Role in Multimillion-Dollar Health Care Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/florida-man-admits-role-in-multimillion-dollar-health-care-kickback-scheme/
Former Maryland Dentist Sentenced After Pleading Guilty To Stealing More Than $8 Million Dollars From Medicaid,2024-02-09,Former Maryland Dentist Sentenced After Pleading Guilty To Stealing More Than $8 Million Dollars From Medicaid,https://oig.hhs.gov/fraud/enforcement/former-maryland-dentist-sentenced-after-pleading-guilty-to-stealing-more-than-8-million-dollars-from-medicaid/
"Visiting Nurse Health System Agreed to Pay $104,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-02-09,"Visiting Nurse Health System Agreed to Pay $104,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/visiting-nurse-health-system-agreed-to-pay-104000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Lexington Doctor Found Guilty Of Engaging In International Money Laundering Scheme, Importing Illegal Merchandise And Receipt And Delivery Of A Misbranded Drug",2024-02-09,"Lexington Doctor Found Guilty Of Engaging In International Money Laundering Scheme, Importing Illegal Merchandise And Receipt And Delivery Of A Misbranded Drug",https://oig.hhs.gov/fraud/enforcement/lexington-doctor-found-guilty-of-engaging-in-international-money-laundering-scheme-importing-illegal-merchandise-and-receipt-and-delivery-of-a-misbranded-drug/
Florida Felon Admits Role In Multi-Million Dollar Health Care Kickback Scheme After Pleading Guilty To COVID-19 Fraud And Unlawfully Possessing Firearms,2024-02-09,Florida Felon Admits Role In Multi-Million Dollar Health Care Kickback Scheme After Pleading Guilty To COVID-19 Fraud And Unlawfully Possessing Firearms,https://oig.hhs.gov/fraud/enforcement/florida-felon-admits-role-in-multi-million-dollar-health-care-kickback-scheme-after-pleading-guilty-to-covid-19-fraud-and-unlawfully-possessing-firearms/
Testing Laboratory Co-Owner Admits $3.8 Million In Fraudulent Billing,2024-02-09,Testing Laboratory Co-Owner Admits $3.8 Million In Fraudulent Billing,https://oig.hhs.gov/fraud/enforcement/testing-laboratory-co-owner-admits-38-million-in-fraudulent-billing/
Carla Sparkler Agreed to Be Excluded for 6 Years for Allegedly Paying Improper Remuneration,2024-02-09,Carla Sparkler Agreed to Be Excluded for 6 Years for Allegedly Paying Improper Remuneration,https://oig.hhs.gov/fraud/enforcement/carla-sparkler-agreed-to-be-excluded-for-6-years-for-allegedly-paying-improper-remuneration/
"Hill Hospital of Sumter County Agreed to Pay $20,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination, Stabilizing Treatment and Transfer",2024-02-12,"Hill Hospital of Sumter County Agreed to Pay $20,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination, Stabilizing Treatment and Transfer",https://oig.hhs.gov/fraud/enforcement/hill-hospital-of-sumter-county-agreed-to-pay-20000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-stabilizing-treatment-and-transfer/
"Starr Regional Medical Center Agreed to Pay $100,000 f or Allegedly Violating Patient Dumping Statute by Failing to Perform an Adequate Medical Screening Examination and Stabilizing Treatment",2024-02-12,"Starr Regional Medical Center Agreed to Pay $100,000 f or Allegedly Violating Patient Dumping Statute by Failing to Perform an Adequate Medical Screening Examination and Stabilizing Treatment",https://oig.hhs.gov/fraud/enforcement/starr-regional-medical-center-agreed-to-pay-100000-f-or-allegedly-violating-patient-dumping-statute-by-failing-to-perform-an-adequate-medical-screening-examination-and-stabilizing-treatment/
"Holy Health Care Services, LLC Program Administrator Sentenced to Five Years in Federal Prison for a Health Care Fraud Scheme",2024-02-12,"Holy Health Care Services, LLC Program Administrator Sentenced to Five Years in Federal Prison for a Health Care Fraud Scheme",https://oig.hhs.gov/fraud/enforcement/holy-health-care-services-llc-program-administrator-sentenced-to-five-years-in-federal-prison-for-a-health-care-fraud-scheme/
AG Platkin Announces Over $6M Seized Under Judgment by Consent After Death of CEO in Medicaid Fraud Scheme,2024-02-12,AG Platkin Announces Over $6M Seized Under Judgment by Consent After Death of CEO in Medicaid Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/ag-platkin-announces-over-6m-seized-under-judgment-by-consent-after-death-of-ceo-in-medicaid-fraud-scheme/
Houston Man Convicted In $6M Bribery Scheme,2024-02-14,Houston Man Convicted In $6M Bribery Scheme,https://oig.hhs.gov/fraud/enforcement/houston-man-convicted-in-6m-bribery-scheme/
Attorney General Ford Announces Sentencing Of Operator Of Behavioral Health Company,2024-02-14,Attorney General Ford Announces Sentencing Of Operator Of Behavioral Health Company,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-operator-of-behavioral-health-company/
Attorney General Ford Announces Sentencing Of Healthcare Company Owner And Operator,2024-02-14,Attorney General Ford Announces Sentencing Of Healthcare Company Owner And Operator,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-healthcare-company-owner-and-operator/
"PillPack Agreed to Pay $646,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration and Submitting Claims for Prescriptions in Excess of Amounts Prescribed",2024-02-14,"PillPack Agreed to Pay $646,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration and Submitting Claims for Prescriptions in Excess of Amounts Prescribed",https://oig.hhs.gov/fraud/enforcement/pillpack-agreed-to-pay-646000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration-and-submitting-claims-for-prescriptions-in-excess-of-amounts-prescribed/
"Physicians Medical Center Agreed to Pay $123,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Based on Altered Documentation",2024-02-15,"Physicians Medical Center Agreed to Pay $123,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Based on Altered Documentation",https://oig.hhs.gov/fraud/enforcement/physicians-medical-center-agreed-to-pay-123000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-based-on-altered-documentation/
U.S. Attorney Announces $25.5 Million Settlement With Durable Medical Equipment Supplier Lincare Inc. For Fraudulent Billing Practices,2024-02-15,U.S. Attorney Announces $25.5 Million Settlement With Durable Medical Equipment Supplier Lincare Inc. For Fraudulent Billing Practices,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-255-million-settlement-with-durable-medical-equipment-supplier-lincare-inc-for-fraudulent-billing-practices/
"California Pharmaceutical Company to Pay $750,000 to Resolve False Claims Act Liability for Allegedly Paying Kickbacks to Induce Prescriptions of Opioid Products",2024-02-15,"California Pharmaceutical Company to Pay $750,000 to Resolve False Claims Act Liability for Allegedly Paying Kickbacks to Induce Prescriptions of Opioid Products",https://oig.hhs.gov/fraud/enforcement/california-pharmaceutical-company-to-pay-750000-to-resolve-false-claims-act-liability-for-allegedly-paying-kickbacks-to-induce-prescriptions-of-opioid-products/
Attorney General Alan Wilson announces arrest of Columbia man for Neglect of Vulnerable Adults,2024-02-16,Attorney General Alan Wilson announces arrest of Columbia man for Neglect of Vulnerable Adults,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-columbia-man-for-neglect-of-vulnerable-adults/
Doctor Convicted of $2.8M Medicare Fraud Scheme,2024-02-16,Doctor Convicted of $2.8M Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-28m-medicare-fraud-scheme/
Former Delaware Specialty Pharmacy Chief Marketing Officer Agrees to Six-Year Exclusion from Federal Healthcare Programs for Allegations of Kickback and False Claims Act Violations,2024-02-16,Former Delaware Specialty Pharmacy Chief Marketing Officer Agrees to Six-Year Exclusion from Federal Healthcare Programs for Allegations of Kickback and False Claims Act Violations,https://oig.hhs.gov/fraud/enforcement/former-delaware-specialty-pharmacy-chief-marketing-officer-agrees-to-six-year-exclusion-from-federal-healthcare-programs-for-allegations-of-kickback-and-false-claims-act-violations/
Lexington Lab Agrees to $10.4 Million in Civil Judgments to Resolve False Claims Act Allegations; Owner and Lab Officer Sentenced to Prison,2024-02-16,Lexington Lab Agrees to $10.4 Million in Civil Judgments to Resolve False Claims Act Allegations; Owner and Lab Officer Sentenced to Prison,https://oig.hhs.gov/fraud/enforcement/lexington-lab-agrees-to-104-million-in-civil-judgments-to-resolve-false-claims-act-allegations-owner-and-lab-officer-sentenced-to-prison/
Owner Of Telemedicine Companies Charged With $110 Million Medicare Fraud Scheme,2024-02-16,Owner Of Telemedicine Companies Charged With $110 Million Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/owner-of-telemedicine-companies-charged-with-110-million-medicare-fraud-scheme/
Attorney General Coleman Announces Medicaid Fraud Indictment,2024-02-19,Attorney General Coleman Announces Medicaid Fraud Indictment,https://oig.hhs.gov/fraud/enforcement/attorney-general-coleman-announces-medicaid-fraud-indictment/
AG’s Office Announces Additional Indictments of Springfield Medicaid Consultant For Stealing From Elderly Nursing Home Victims,2024-02-20,AG’s Office Announces Additional Indictments of Springfield Medicaid Consultant For Stealing From Elderly Nursing Home Victims,https://oig.hhs.gov/fraud/enforcement/ags-office-announces-additional-indictments-of-springfield-medicaid-consultant-for-stealing-from-elderly-nursing-home-victims/
"DCH Health System Agreed to Pay $384,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Properly Certified or Recertified",2024-02-20,"DCH Health System Agreed to Pay $384,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Properly Certified or Recertified",https://oig.hhs.gov/fraud/enforcement/dch-health-system-agreed-to-pay-384000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-properly-certified-or-recertified/
"Florida Man Indicted for Health Care Fraud, Wire Fraud, Illegal Kickbacks in $97 Million Scheme",2024-02-21,"Florida Man Indicted for Health Care Fraud, Wire Fraud, Illegal Kickbacks in $97 Million Scheme",https://oig.hhs.gov/fraud/enforcement/florida-man-indicted-for-health-care-fraud-wire-fraud-illegal-kickbacks-in-97-million-scheme/
Former Nurse Pleads Guilty to Adulteration of Fentanyl,2024-02-21,Former Nurse Pleads Guilty to Adulteration of Fentanyl,https://oig.hhs.gov/fraud/enforcement/former-nurse-pleads-guilty-to-adulteration-of-fentanyl/
Medical Doctor Charged for $20.7M Health Care Fraud and Illegal Kickback Schemes,2024-02-22,Medical Doctor Charged for $20.7M Health Care Fraud and Illegal Kickback Schemes,https://oig.hhs.gov/fraud/enforcement/medical-doctor-charged-for-207m-health-care-fraud-and-illegal-kickback-schemes/
False Claims Act Settlements and Judgments Exceed $2.68 Billion in Fiscal Year 2023,2024-02-22,False Claims Act Settlements and Judgments Exceed $2.68 Billion in Fiscal Year 2023,https://oig.hhs.gov/fraud/enforcement/false-claims-act-settlements-and-judgments-exceed-268-billion-in-fiscal-year-2023/
"Doctor to Pay Nearly $700,000 to Resolve False Claims Act Allegations",2024-02-22,"Doctor to Pay Nearly $700,000 to Resolve False Claims Act Allegations",https://oig.hhs.gov/fraud/enforcement/doctor-to-pay-nearly-700000-to-resolve-false-claims-act-allegations/
"Tuscany Village Nursing Center Agreed to Pay $130,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-02-26,"Tuscany Village Nursing Center Agreed to Pay $130,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/tuscany-village-nursing-center-agreed-to-pay-130000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Ascension Via Christi Hospitals Wichita Agreed to Pay $3 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Services,2024-02-26,Ascension Via Christi Hospitals Wichita Agreed to Pay $3 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Services,https://oig.hhs.gov/fraud/enforcement/ascension-via-christi-hospitals-wichita-agreed-to-pay-3-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-services/
"Baptist Health System Agreed to Pay $184,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-02-26,"Baptist Health System Agreed to Pay $184,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/baptist-health-system-agreed-to-pay-184000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
